Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1993,kg,0.25
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1994,kg,0.27
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1995,kg,0.23
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1996,kg,0.29
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1997,kg,0.29
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1998,kg,0.25
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,1999,kg,0.29
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pelagic Fish,2000,kg,0.3
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1992,kg,0.97
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1993,kg,0.97
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1994,kg,0.97
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1995,kg,1.49
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1996,kg,1.5
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1997,kg,1.52
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1998,kg,1.41
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,1999,kg,1.36
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Pigmeat,2000,kg,1.31
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1992,kg,1.56
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1993,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1994,kg,1.37
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1995,kg,1.41
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1996,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1997,kg,1.42
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1998,kg,1.43
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,1999,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Poultry Meat,2000,kg,1.45
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1996,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1997,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Eastern Africa,Food supply quantity (kg/capita/yr),Whey,2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Aquatic Plants,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1992,kg,9.13
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1993,kg,8.46
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1994,kg,7.38
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1995,kg,7.03
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1996,kg,7.59
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1997,kg,7.12
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1998,kg,7.3
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,1999,kg,7.4
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Bovine Meat,2000,kg,8.04
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1992,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1993,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1994,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1995,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1996,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1997,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1998,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",1999,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Butter, Ghee",2000,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cephalopods,2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1992,kg,0.08
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1993,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1994,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1995,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1996,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1997,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1998,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,1999,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cheese,2000,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1993,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1994,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1997,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1998,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Cream,2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1992,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1993,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1994,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1995,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1996,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1997,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1998,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,1999,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Crustaceans,2000,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1992,kg,1.31
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1993,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1994,kg,1.08
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1995,kg,1.1
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1996,kg,1.21
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1997,kg,1.11
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1998,kg,1.51
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,1999,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Demersal Fish,2000,kg,1.5
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1992,kg,0.56
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1993,kg,0.55
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1994,kg,0.54
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1995,kg,0.53
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1996,kg,0.56
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1997,kg,0.73
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1998,kg,0.7
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,1999,kg,0.59
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),Eggs,2000,kg,0.6
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1992,kg,0.43
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1993,kg,0.4
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1994,kg,0.38
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1995,kg,0.41
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1996,kg,0.3
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1997,kg,0.3
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1998,kg,0.31
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1999,kg,0.31
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2000,kg,0.33
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Middle Africa,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1997,kg,0.0
